,Area (sq ft),Bedrooms,Bathrooms,Garage Spaces,Age (years),Floors,Lot Size (sq ft),Nearby Schools Rating,Crime Rate (per 1000),Median Income ($1000s),Price ($1000s)
1412,4514,2,2,0,10,3,8173,9,8.492807151494684,128,2601.309997152127
1413,1329,4,1,2,11,2,8073,4,3.8287345327922377,96,1459.6309846405316
1414,4423,1,2,0,38,2,5798,5,5.781751658567998,99,2082.3970885335466
1415,3758,2,2,0,6,1,7989,8,0.36902295930982243,64,2214.23068092849
1416,3714,1,2,0,41,2,6039,1,2.7058918883846337,37,1662.8810320141024
1417,4391,2,3,0,47,1,7324,6,7.131701200835572,118,2222.201076051392
1418,2947,2,3,0,34,1,3823,4,6.811318363878041,87,1558.509805693734
1419,4169,5,1,2,36,1,6287,5,3.5983576494633356,102,2139.1791830858165
1420,1739,4,1,2,37,2,4285,5,8.10521951590362,69,1239.694672602908
1421,1325,4,2,0,17,3,8433,2,2.434776913808724,44,1282.6512767090862
1422,801,2,3,2,40,3,7174,8,4.6665782782074885,140,1352.582143603568
1423,1174,3,4,2,40,2,5826,2,4.778053289577918,87,1139.4972438906984
1424,3140,3,4,1,12,3,4664,4,3.4740860118131693,75,1846.5712646274412
1425,4805,1,2,0,21,1,1497,5,9.551194401139156,58,1989.0493450849763
1426,3852,1,2,2,40,3,8641,1,6.997171931799503,82,1942.7923941430934
1427,3165,5,3,2,19,2,5643,6,5.438073419740285,147,2079.558103883014
1428,2325,2,3,0,3,3,6056,2,5.154099424547621,141,1727.511717459777
1429,2446,1,3,1,18,1,1131,5,1.677031315463856,78,1390.7283434857566
1430,813,1,1,0,19,1,6443,6,3.784650280974173,67,1063.9087303265728
1431,3078,6,1,1,47,2,1857,8,6.760455815818163,55,1574.7770622755224
1432,3955,2,2,0,6,2,9712,9,9.253245174898664,107,2470.114935607514
1433,929,5,1,0,16,2,9221,6,8.182994187979201,44,1314.175323842917
1434,4614,1,3,0,8,1,7147,5,3.073859059203715,38,2267.4494509513625
1435,4016,5,3,0,48,3,5604,4,4.396170594330339,85,1971.565893762267
1436,3738,4,1,1,18,3,2558,2,0.9208834550566662,99,1801.0700416253792
1437,4728,5,4,1,48,2,1015,2,1.1115059980522497,144,2076.9635098331496
1438,2840,3,2,2,43,3,4605,7,4.75528083128728,122,1724.8587049906118
1439,827,3,4,0,39,3,2607,5,5.349172127489291,148,1057.832723857789
1440,2913,5,2,1,49,2,6935,7,2.713868247399448,146,1904.2086281089557
1441,2052,3,4,1,49,2,3016,1,6.463548622940818,40,1053.2646258907107
1442,2846,4,1,1,12,1,4574,1,7.063468787243364,145,1706.3835143569545
1443,4823,2,2,0,45,1,8274,5,3.0612497029583814,143,2416.3565006976264
1444,4174,3,2,2,10,1,4791,2,7.608404784504664,30,1959.020969599252
1445,4266,3,2,1,7,1,7406,8,2.1354886984874204,41,2307.23802924008
1446,3881,5,3,0,46,3,2088,3,5.488088635028181,130,1826.8888143482964
1447,4578,4,3,1,1,3,2361,1,8.062382826265516,144,2243.826308281953
1448,1429,2,4,1,49,1,5473,2,5.416389948257298,76,1073.97112955016
1449,1069,5,1,2,36,1,6294,7,9.0888309133584,108,1278.860455462121
1450,3439,5,3,1,21,2,8106,6,0.6791622054588946,147,2254.9309432975874
1451,2793,6,2,1,37,3,8319,8,5.924307070365571,64,1897.7860057907976
1452,3691,4,3,0,24,3,9667,7,5.661378980189461,55,2228.463481595206
1453,4232,2,1,0,25,1,9520,8,6.637497952572578,106,2397.5366696908054
1454,2080,4,3,2,7,3,2186,3,8.350727702935046,137,1508.6623977110874
1455,3160,2,2,0,42,2,4414,6,7.285945534950111,91,1640.2985437233338
1456,1375,4,4,0,17,2,6486,7,7.9237990801911335,87,1472.2897101861122
1457,2107,5,2,2,29,3,4536,1,2.9592855846044532,122,1442.9845318265725
1458,3992,5,1,1,30,1,2773,1,3.93622404783275,48,1694.1963658346438
1459,3978,1,4,2,7,3,6415,7,6.30509204305768,124,2346.323243301286
1460,3534,3,3,0,33,2,3558,3,5.579268572056859,92,1730.9858903716804
1461,3012,6,3,2,7,1,6907,3,9.614928362208312,138,2048.465385573428
1462,3152,4,3,1,24,3,6079,5,1.9496615493507519,104,1925.4266206936927
1463,4368,6,4,2,11,1,7724,6,3.5776558872663027,108,2542.095562817639
1464,2455,1,2,0,9,1,6420,2,5.7702768095200625,108,1630.7248576914478
1465,2379,3,4,0,12,2,4291,3,8.692841322367904,95,1559.0059181842323
1466,3003,4,4,2,35,1,4524,6,9.300550394440817,135,1841.8985633291904
1467,2190,2,1,1,4,3,4504,3,3.426759675193226,72,1434.8130360015134
1468,2542,3,4,2,36,1,9998,5,0.7643737691108812,83,1850.2719408354628
1469,2725,5,3,1,28,1,6989,9,4.274035009429633,50,1858.4308651486483
1470,1419,1,2,1,13,3,3666,3,4.00400701801172,55,1091.9759860928928
1471,2074,3,2,2,23,2,9596,6,9.866221972503926,29,1593.7178946831352
1472,1756,3,2,1,19,2,8140,5,4.3675063184788145,45,1482.1396464880788
1473,2739,5,3,0,42,3,9785,5,3.1266576931019716,39,1802.8592288020634
1474,4753,4,3,2,37,3,7895,6,3.717236007895847,144,2568.7827853869844
1475,3181,2,3,1,39,2,5107,6,4.029570178175757,63,1716.896402940031
1476,1768,5,3,0,24,1,4280,1,8.233249783746498,81,1235.6007556240618
1477,2116,2,3,2,16,3,3212,9,0.9020474390295153,98,1611.4061128035673
1478,1843,4,4,0,33,1,9078,5,3.233419783862764,28,1487.6812117534564
1479,1081,3,3,0,12,3,8601,1,9.666553069880287,90,1302.8467619566954
1480,3644,2,3,0,34,2,1613,8,1.6157147975081196,109,1834.0954781832274
1481,1858,1,3,1,7,1,1868,7,7.45175308317264,43,1269.673442838002
1482,3332,1,3,2,11,1,1811,7,3.628295661863075,79,1779.90927612158
1483,4628,5,2,2,31,3,5862,5,5.859676709325801,103,2322.760154118765
1484,1808,4,3,1,29,1,5177,1,1.0855255812379323,139,1394.8325486298543
1485,2029,5,4,2,13,3,2744,9,3.133475506804071,97,1643.7710755591188
1486,1835,5,4,0,31,2,3256,9,5.0585629224427935,35,1358.8602263947894
1487,1075,6,4,2,2,1,8612,8,2.393836515940998,48,1588.8772096729788
1488,3540,5,1,1,39,3,9713,5,5.464512436226206,138,2193.7025112921783
1489,3089,6,2,0,15,1,8196,3,2.2756172092208917,54,1880.333184335544
1490,2039,1,3,1,11,3,6423,8,6.535995471240484,62,1623.2819276390687
1491,925,1,1,0,34,3,6089,1,9.05310796847811,115,985.6755911320105
1492,4865,5,3,0,39,3,7608,3,0.9463375097805571,138,2473.746175513668
1493,4668,1,1,2,4,2,2469,7,2.244498754183255,72,2201.409610816723
1494,2008,4,1,0,11,1,3675,4,8.459787969877267,39,1283.2839108906971
1495,4049,6,4,1,29,2,2513,7,6.35237950587538,134,2161.431239957219
1496,1718,6,4,2,2,3,5876,5,0.8792182797113958,27,1557.2107609509903
1497,4723,5,1,1,16,3,2451,6,4.914866139584004,141,2330.9791507564305
1498,2769,1,4,0,39,2,5654,7,2.1766092986122167,61,1647.2586292994783
1499,3593,2,1,1,13,2,4007,7,2.0710543012936906,96,1956.2402985988058
1500,1691,6,2,1,37,1,4124,7,9.412388899269185,89,1346.4227609334866
1501,2833,5,4,0,17,3,2753,7,7.639261325953479,130,1840.645720106996
1502,2164,5,4,2,21,2,2612,7,6.992682875889023,35,1446.0927730942574
1503,928,4,4,1,44,3,4275,3,2.4653952890708006,88,999.7391808403427
1504,1814,3,2,0,19,3,9747,3,1.2738769871054099,72,1561.8966705048565
1505,2599,3,1,2,7,1,3049,7,8.721242950724966,25,1509.878767489377
1506,2318,6,3,2,38,1,1824,2,0.1582077364902642,142,1433.478159478744
1507,4981,4,4,2,8,1,4030,2,3.9421545946400944,52,2273.1334016141363
1508,1998,4,1,1,13,2,2081,3,2.8483637793172023,34,1183.812270259191
1509,4673,4,2,1,37,3,6299,4,5.746724383453354,33,2131.073474340086
1510,3274,6,3,1,2,2,1492,6,2.580033515269764,82,1884.1889914882568
1511,4285,3,4,2,41,2,5764,8,3.180933057350249,24,2121.5160072336503
1512,4849,4,2,1,11,1,8202,7,8.515394564432617,140,2701.4941842433095
1513,4519,1,2,0,24,3,9266,4,6.071569351704736,109,2367.1413101965045
1514,1102,5,3,1,6,3,4360,2,1.542257020560747,126,1293.6818559655567
1515,4752,5,1,1,26,1,9562,2,7.292068280608732,35,2289.0751803047956
1516,1786,2,4,2,7,3,5682,4,2.1538460946507962,118,1598.0378953245606
1517,2663,2,4,1,39,1,1328,6,4.386748808113553,72,1404.2872653238526
1518,3872,6,1,0,19,2,9968,3,6.501411644709004,96,2241.5054009652195
1519,3924,6,1,2,6,2,5674,6,2.7921024208291243,112,2267.246717004351
1520,2127,5,1,0,43,1,5316,5,3.902657465290343,117,1462.0194005008188
1521,3208,1,3,2,29,2,6803,5,7.368081013311094,117,1925.8972385103712
1522,4473,3,3,2,43,2,4325,2,9.385318438900999,78,1975.9039766717458
1523,4091,3,4,1,39,1,9379,8,5.3395260638987825,45,2255.267075763611
1524,4833,6,3,0,2,2,2214,5,0.19871261841056514,22,2218.156531370056
1525,1503,1,2,2,19,3,8556,2,3.450791137294122,119,1444.2546656746686
1526,1374,6,4,1,4,2,9722,7,4.046479914970791,66,1717.7256508836972
1527,4032,3,3,2,6,1,4136,9,3.457818838022216,24,2123.60057458239
1528,3432,6,1,2,49,3,7618,9,4.419061725044071,81,2031.2027750624086
1529,4628,4,2,2,37,3,6265,1,6.363395912802157,103,2177.849194084517
1530,4030,6,1,2,28,2,8089,7,1.2991674672777564,99,2346.71690916459
1531,1288,5,4,2,30,3,8965,9,2.7990420377883045,82,1614.7018385528643
1532,2147,6,1,2,7,1,9708,6,5.125716051574483,44,1788.5089674942092
1533,4481,5,3,1,9,3,7569,1,3.2241757509817535,63,2276.5303629467408
1534,3973,1,3,2,25,2,2491,2,9.911744847540058,33,1691.2373852114372
1535,2467,3,4,0,33,2,6213,4,4.3711715236711335,105,1626.2639115245108
1536,2437,2,1,1,1,3,5228,4,8.71101162056294,38,1522.559768792733
1537,4914,2,4,0,6,1,8508,2,8.975447372577257,121,2557.9107730562473
1538,4353,3,1,2,18,1,5409,8,8.376469297251264,39,2151.339402211697
1539,1800,2,2,0,10,2,1590,2,0.5642925853571614,98,1186.7817610507068
1540,1650,6,3,2,28,2,8379,3,9.482692642972179,117,1566.1868784238256
1541,2188,1,4,2,11,1,4056,4,1.3745513651184516,140,1598.096363665683
1542,4512,1,2,1,33,3,3206,9,0.4405959143715156,36,2064.8458486522118
1543,2167,3,2,1,1,3,3708,1,4.202259118274919,69,1385.481398628632
1544,1621,2,4,2,13,3,6981,8,2.0268769243027753,29,1510.0578600935828
1545,1254,6,4,1,37,3,6722,5,1.9235456436660383,77,1336.7455326772445
1546,2424,1,2,0,20,1,1747,7,2.949414172423891,114,1478.8200123016948
1547,3572,1,1,1,1,2,9992,8,2.559215491943863,126,2383.4045921242764
1548,4526,4,2,1,3,2,7553,5,6.879474481286516,52,2374.0387322459105
1549,3947,4,4,0,18,3,2497,8,1.9490953356970937,65,2037.9644457775748
1550,4889,1,2,1,41,1,2379,8,5.47687122145286,148,2248.0432309085836
1551,2990,3,1,2,14,1,9871,9,9.865622806820944,81,2110.757170848196
1552,1716,5,3,0,31,3,8360,2,4.38058596746726,106,1497.2177570090698
1553,4786,5,3,2,27,3,4770,3,6.454543777074821,92,2296.608603272689
1554,3675,6,2,0,17,3,4342,1,9.696779609525748,20,1742.8365473801273
1555,2240,1,1,2,46,2,2546,4,1.4626260806095064,40,1122.4393983824318
1556,1535,1,3,2,29,3,4126,5,4.2442093920011885,41,1163.845666338617
1557,4368,1,2,1,36,2,6889,1,8.516904761933015,23,1890.6870462274549
1558,4138,3,2,2,37,1,7208,8,9.32982625917431,84,2214.676561673457
1559,3815,4,1,1,26,1,9875,2,6.0522369737931605,82,2103.5024448373506
1560,3689,1,4,0,17,2,2295,1,1.5198639651482115,55,1676.6778982252515
1561,1761,1,2,2,22,2,2385,2,9.024568681081785,48,1027.9522950439784
1562,3789,2,4,2,25,2,1942,5,1.8270210052903315,88,1867.9903450893994
1563,4648,3,4,0,2,2,4280,9,3.5934906984879738,130,2555.31375658618
1564,1826,6,3,0,22,3,2033,9,3.8175289798463914,119,1520.5145503661838
1565,4665,1,4,2,5,1,3786,2,4.528186244739017,60,2144.567240912411
1566,3663,2,1,0,4,3,3233,2,7.9226415777164005,67,1747.0797138048947
1567,3301,5,3,1,36,2,2620,3,8.041229343214598,149,1771.4419652109077
1568,2747,6,3,0,6,3,4535,7,7.22458522545333,130,1959.5628768996582
1569,1977,1,3,0,21,3,4205,3,0.31907387677365806,81,1321.5553398642237
1570,811,1,2,2,13,1,3882,1,5.691966511949801,126,1003.9410831522373
1571,4164,2,2,1,37,3,1170,6,7.500180263225859,125,1941.8651322272858
1572,3822,3,4,0,25,1,9140,3,4.501789876609274,132,2241.727646782132
1573,4171,1,3,1,26,2,4897,1,9.454866849117424,87,1929.666445792975
1574,3630,5,3,1,39,3,5122,4,8.255724166615474,108,1941.5302804482799
1575,842,1,1,1,20,2,6109,1,6.4177351483196245,97,1001.5899183392984
1576,1743,5,4,2,33,1,3837,1,0.7180093184568824,94,1257.660161466473
1577,3190,6,1,0,14,2,9599,2,6.558227851073068,44,1920.7655521152344
1578,3345,6,4,2,36,2,6228,8,9.124638052396968,26,1916.750069445366
1579,3211,4,4,0,17,1,5169,2,3.856509330121419,132,1891.8249332002824
1580,1804,4,2,0,21,2,7721,2,8.397512003493073,55,1363.1711946998503
1581,820,5,2,2,46,2,1679,8,3.2002953143355723,29,842.1090802323108
1582,1206,3,1,1,16,2,8429,6,5.744022586318297,132,1511.8077133705904
1583,1814,1,4,1,46,3,6487,4,6.5194017418707455,55,1269.1242282152284
1584,2638,1,3,0,16,2,1236,3,6.812150871833059,37,1279.1073118057911
1585,3988,4,2,2,20,1,7804,1,8.837238213197047,121,2156.6163382163295
1586,1514,5,3,1,29,3,3423,3,2.422760443362193,44,1141.514570209476
1587,4946,1,1,1,28,3,2032,9,2.6974588943608495,52,2168.5020520834114
1588,4654,1,2,0,8,1,7339,5,7.070005833776294,106,2395.5878292979223
1589,940,3,2,0,24,2,3940,6,1.8542187435919772,92,1093.8196814914581
1590,1763,2,4,2,3,3,6409,5,4.696277009143207,25,1473.8696346481559
1591,1172,4,1,0,25,3,4132,1,0.2983404023644299,86,1032.0001033200767
1592,4435,4,4,1,19,3,8080,1,1.4956954362021297,112,2347.999023075806
1593,3341,2,2,1,33,2,5942,4,6.820579211785728,127,1864.207120305371
1594,4410,1,1,1,2,3,7961,3,7.499869874469364,45,2220.16345178334
1595,2492,3,2,1,15,1,8730,8,1.2416584290549808,57,1848.5754793116146
1596,905,3,1,2,22,2,1633,7,2.3543245490708506,122,1073.1648579631012
1597,2481,4,2,2,10,1,7822,7,1.079154020716806,61,1832.7187768660592
1598,4897,3,3,0,18,1,5103,8,4.390787154858656,85,2433.7780362281333
1599,4816,6,3,0,22,3,7487,7,1.3485491003718695,61,2509.3489387961577
1600,3436,2,4,0,46,3,4446,2,4.429230569952211,57,1597.6070989056325
1601,2937,1,3,2,49,3,6738,4,7.347772732431203,125,1731.4504147754524
1602,4216,6,2,1,27,1,4098,6,6.865547468119833,115,2177.8624721818974
1603,4330,2,2,0,13,2,9097,3,2.8765588198332677,89,2289.8524325707267
1604,2086,5,3,1,33,3,6476,3,6.770249237544632,57,1448.9817332836624
1605,3979,4,4,0,5,3,9253,6,9.284350095905811,116,2494.523056498106
1606,4454,3,3,0,26,1,6181,1,3.540491432140664,127,2183.596456745046
1607,3159,5,1,0,13,2,2817,1,3.3582796216063056,138,1714.4422846455377
1608,1244,3,1,0,27,1,9824,5,5.757242649671973,93,1391.501342195239
1609,835,6,1,0,14,3,5887,1,2.530467929171971,76,1075.265221449545
1610,2275,1,3,1,24,1,3598,8,6.550631387004494,129,1591.717018611567
1611,4757,1,3,0,3,3,3653,2,8.339391529657561,98,2223.5472726613198
1612,2598,1,3,1,47,2,2454,6,4.647253200476457,55,1329.0515580229062
1613,2645,3,1,2,49,1,2138,5,6.827122516790985,76,1297.2706392457094
1614,2208,5,4,0,30,3,6807,4,6.553665696441653,148,1741.3480149617849
1615,2508,1,2,1,35,3,4192,1,0.48278906229113616,22,1242.225820102789
1616,3738,5,3,2,48,3,7116,3,1.9158213222401865,33,1879.4590378583296
1617,2100,3,4,2,14,3,4759,4,8.945947017999487,53,1487.9582716599537
1618,2043,6,2,2,12,1,4029,2,9.395032258913691,89,1440.331747709451
1619,4776,5,2,1,28,3,6095,2,7.826352435120656,88,2272.8071337681818
1620,3897,6,2,0,44,1,1063,2,9.220356668444177,123,1729.232218951145
1621,809,3,4,0,29,3,2345,1,3.1308716440938906,48,784.2257773676703
1622,3225,3,4,1,43,1,1974,2,2.5523386206125656,67,1478.2620836752412
1623,2460,4,1,0,17,1,5161,6,3.904571856849148,113,1657.090527960608
1624,3431,3,4,1,40,3,6962,3,0.6478857856494833,98,1906.2113308707944
1625,1872,3,4,0,49,3,9649,5,8.117729028509144,136,1634.1049767114112
1626,4025,2,4,2,21,3,7596,1,9.843337302639265,86,2089.3573631502404
1627,2116,1,2,0,23,3,4330,8,8.257889995122436,94,1493.4365730948157
1628,4945,4,3,1,20,2,2740,4,5.594255815040226,47,2177.4662208018135
1629,4483,4,1,1,11,3,7055,9,3.0232915077812033,140,2572.239655962668
1630,4073,4,3,2,34,3,7321,4,2.057209096581448,28,2062.116333501889
1631,945,2,3,1,10,3,2954,2,3.704222430786934,142,1133.0825947551557
1632,3840,6,4,0,10,1,1279,3,6.702998342527242,68,1860.8436908887181
1633,2262,3,1,0,43,3,3391,5,4.525909399854154,110,1370.923986624438
1634,2384,1,3,2,6,1,7439,6,9.347192218836412,144,1891.0424745331497
1635,1282,5,3,1,36,1,1961,7,8.556781395360751,95,1150.7516828668793
1636,3979,6,1,2,24,1,7827,4,1.1137660980326998,123,2261.8275556893714
1637,2049,3,4,0,12,1,2217,7,1.402099716468529,52,1400.1794395800293
1638,1430,2,3,2,43,2,9566,3,6.794767934471097,72,1326.2944437638223
1639,1461,3,2,1,23,3,7007,7,2.384607060805508,59,1392.642807564184
1640,4303,3,3,2,27,1,5130,4,7.931195782416337,37,2002.0717534054666
1641,3652,2,2,1,45,3,2392,8,5.954445609030896,32,1673.043527641388
1642,3266,4,4,1,37,1,3076,9,2.3753222245601653,93,1868.3222231128993
1643,1787,4,3,0,6,2,9966,7,4.838999295057852,115,1862.163546024163
1644,2346,1,1,0,1,1,5316,8,4.12015529443363,124,1754.4992070020478
1645,1449,1,1,0,6,3,7196,8,8.744277655975106,86,1468.4682277729864
1646,1768,4,3,1,22,3,5589,2,0.4184085022727977,52,1316.86576116399
1647,3437,6,4,2,41,2,9142,9,8.96885451562122,21,2076.4664343049444
1648,1900,5,4,1,24,3,7260,6,6.555618560509459,94,1650.9329575793015
1649,1240,3,1,0,25,3,9471,4,7.401628056728949,93,1390.088672030928
1650,1569,5,3,0,15,1,8897,5,0.12581388758707399,45,1515.4348726375265
1651,2143,3,4,2,26,3,5841,5,6.3195703969686,147,1707.3692191828268
1652,4529,4,1,0,8,1,8161,7,5.926013020739157,46,2387.435986643654
1653,4706,1,2,0,24,2,2059,9,5.418335008224369,148,2297.894632095511
1654,2377,6,3,0,48,3,2922,7,7.880081881388261,40,1365.7315615418545
1655,4808,1,2,2,38,1,7101,9,5.603123854325402,98,2425.1729261095675
1656,4151,5,2,1,6,3,5592,4,8.58526217664259,113,2268.034354259886
1657,3149,1,4,0,35,1,7349,4,2.4030517154554203,27,1671.0240478664923
1658,4402,4,4,2,42,2,3473,6,8.079227630819828,102,2128.5464798581106
1659,2041,6,4,0,1,1,9108,8,1.875196450965577,22,1827.0800806482484
1660,1925,5,3,2,46,3,9096,9,8.149866140492902,74,1685.1504423394551
1661,3401,6,2,0,36,1,7748,1,9.41058883640282,55,1775.1197473054694
1662,1990,3,3,2,12,3,5549,1,3.4233720088728026,25,1340.4252441946273
1663,4931,1,4,0,38,2,1594,8,5.3458745084038695,140,2269.9194398709014
1664,872,6,2,1,11,1,6452,7,6.617457326939162,61,1296.4838368700948
1665,2714,2,3,0,12,3,1506,9,0.8867694919594966,69,1614.4792268115648
1666,3272,1,3,2,42,3,5889,3,4.99139911022079,131,1817.5504018863137
1667,3846,3,1,0,39,3,8637,5,3.669791268223643,69,2025.2259953092807
1668,1507,6,3,1,7,1,9212,3,8.73731074938795,49,1517.9801673271568
1669,2604,5,4,0,11,1,2399,5,8.77912723521243,58,1543.9597123350989
1670,4513,3,3,2,36,1,4201,1,7.0377174415176444,135,2104.2038195914574
1671,3364,2,2,2,31,2,8854,4,6.591672298465733,78,1968.0127345741912
1672,3275,6,3,1,33,3,7763,6,7.363515746830982,95,2049.4472168623665
1673,4410,4,1,2,13,3,8962,2,3.7232703199277903,67,2306.084563606553
1674,3623,1,2,0,18,2,6190,7,4.104740542831192,100,2058.4980155713056
1675,2535,5,2,0,41,2,6681,8,5.581676756598182,68,1680.105516820685
1676,2385,4,1,0,24,1,4678,1,9.386478460908227,86,1376.914215676709
1677,866,6,4,2,9,1,1336,4,7.26759875378367,96,1092.7469013501793
1678,3861,6,2,0,31,1,2667,4,5.554793520512611,40,1775.8385476061414
1679,3228,3,4,0,41,1,1909,5,7.727088847477474,124,1654.677118259794
1680,4953,6,2,0,10,1,9467,4,3.771814091160408,91,2627.8475118892998
1681,1141,5,2,1,2,1,9204,9,7.331620341329269,35,1550.7833420925333
1682,3574,4,4,2,38,2,6122,7,4.165694857998733,47,1985.0929541292912
1683,3617,5,2,2,15,2,9153,2,2.8686479294483624,99,2171.784863679987
1684,3461,2,4,2,3,2,1973,1,6.136268070470695,76,1714.5818516093677
1685,2032,2,1,1,43,3,5270,9,6.900087840536826,129,1536.2036449598997
1686,4674,1,4,2,31,3,2408,1,4.647006255677685,71,1955.0565020568745
1687,3201,1,1,1,6,1,3288,6,5.698457240419464,103,1794.0647043182205
1688,2294,2,2,1,3,2,9738,2,6.971254141073973,67,1701.5642400059367
1689,1461,6,4,2,11,3,2218,4,7.700329510419344,146,1406.0414431498011
1690,4683,5,2,0,15,3,2420,6,8.966157642922454,117,2273.998978895078
1691,4419,2,4,0,45,2,4377,5,3.609987642016849,137,2162.852523628783
1692,2668,1,1,2,28,3,8501,6,9.519624803240676,112,1811.6945795030865
1693,3134,2,1,2,10,3,5098,3,6.4090701202185665,86,1766.0784046212752
1694,4174,6,4,1,38,2,3738,5,7.898248638719584,93,2059.665463590105
1695,1816,2,1,2,47,3,8619,2,7.027713530466239,103,1370.5932949051387
1696,1007,5,2,1,7,2,2842,7,2.1351600809492255,29,1110.1447233902054
1697,3465,4,2,2,15,3,9938,3,0.8072399917874004,137,2249.5463953021244
1698,3293,6,3,0,18,2,3816,1,7.29023599377939,116,1813.9968306770409
1699,1432,1,1,0,18,3,1494,8,5.159421411166307,25,999.7590943426517
1700,2902,5,2,2,41,3,7560,8,7.051912347242413,37,1819.2607043938567
1701,3759,2,4,1,24,2,6510,3,4.820743758763052,91,2034.303201216785
1702,3883,2,1,0,2,3,4444,7,3.19112175212339,108,2144.775725680263
1703,2731,4,2,1,40,2,8543,9,2.921677301669726,61,1856.5677585725314
1704,4519,1,1,2,20,2,8562,8,7.332268095612943,23,2298.354366492356
1705,3362,1,4,2,34,3,4994,3,2.84012280651117,39,1665.2160441776539
1706,2479,3,2,0,43,1,8253,2,7.175301022161666,47,1453.364253310657
1707,1036,1,3,2,26,3,1045,7,3.9012052505420476,123,1070.538415090437
1708,2340,4,3,0,7,1,3057,7,7.731894202756145,63,1555.2774106594243
1709,4743,3,1,1,38,1,1663,9,1.513818265248429,42,2014.6539375782681
1710,1163,3,4,0,30,3,5668,5,2.129301437723021,66,1209.7955344438426
1711,3168,2,2,0,42,1,3029,4,6.890524896629619,32,1415.870638532901
1712,1085,2,4,1,5,2,6717,8,5.646288089962799,114,1524.8404763606209
1713,948,1,2,0,11,2,3696,4,2.118395591953832,35,943.3661329148733
1714,4837,3,1,0,1,1,9831,4,9.037987416095534,138,2679.3821622705673
1715,2566,2,2,2,34,2,3663,2,2.8318470593851983,136,1509.5103036735377
1716,1812,4,4,1,1,3,3745,1,4.2686068421169745,29,1297.349004685918
1717,3631,2,4,0,19,2,6004,4,2.102650624538126,141,2093.2941953348336
1718,3307,6,1,1,2,1,7321,7,3.9414734215809912,57,2078.841200083602
1719,2323,6,4,1,21,3,6125,9,4.9673028261035945,63,1774.9822838369373
1720,3585,2,2,0,20,2,5948,9,3.022945839677899,114,2120.9302279058966
1721,3356,3,1,2,23,3,5402,1,7.714027364645185,93,1757.1164560961427
1722,4525,3,2,1,21,1,4427,5,3.9999364885978466,132,2269.1932476918305
1723,2401,5,4,0,24,2,6912,7,7.322148999591794,70,1745.946278145039
1724,3208,6,1,1,4,3,1394,7,2.1500145363634093,71,1807.1639821291617
1725,1140,4,2,2,12,3,4597,6,3.8326514182524694,111,1352.8481270059106
1726,3617,3,4,2,22,2,1329,4,0.1797770600657982,78,1772.4547247804762
1727,3296,1,4,2,20,3,1772,3,7.610512080745746,32,1536.5946547859946
1728,2525,6,3,0,18,3,9135,9,6.296277778871793,31,1919.3165226343617
1729,2489,4,4,0,1,1,2645,4,8.196450916712516,69,1556.5503200069572
1730,4067,4,2,2,30,1,2787,8,4.610546802216861,76,2006.1515188769918
1731,1061,3,1,0,33,1,1999,1,8.017432372757108,138,885.6230498348381
1732,2242,4,3,2,24,1,2848,7,6.511067188282686,76,1474.799273711402
1733,1205,3,4,0,14,1,2561,6,0.13576803208896282,27,1080.0639694751164
1734,2990,2,4,2,36,1,1773,1,2.6115735213762683,125,1517.3741815061749
1735,1043,6,4,1,5,2,8311,4,4.989524386841855,139,1596.9608232615158
1736,4907,5,2,2,11,1,6179,5,6.225004762148515,82,2475.2550105844834
1737,1360,2,3,2,24,3,2803,8,0.7493495601799078,91,1274.9628660224269
1738,4937,6,2,0,31,2,3050,4,7.080291289019538,32,2104.6020781238517
1739,3525,3,3,0,13,3,1747,3,5.481007366707872,71,1702.9239022256804
1740,1393,6,1,0,16,1,9125,2,5.305215137501028,81,1412.55747404085
1741,2626,3,2,0,24,1,6860,4,2.9912510251693596,138,1779.8509854362344
1742,4029,2,2,0,13,3,4973,4,5.988748684956711,128,2141.2935028883803
1743,4087,1,1,0,24,3,2615,5,0.3721796073545691,27,1773.0313917127587
1744,4873,1,3,1,26,3,4754,7,0.740533271989486,114,2385.7391293986448
1745,933,6,4,2,2,2,6506,9,7.365313863407131,144,1641.9188849222405
1746,3938,1,1,2,16,1,5221,2,3.2867242910862426,72,1893.1777808276456
1747,4719,3,4,2,38,3,6291,5,3.5349740486823897,82,2320.7972350026625
1748,872,4,4,1,46,1,6854,9,2.1630135122388734,114,1332.421323508972
1749,3778,3,1,2,1,3,1216,3,4.511644851789328,100,1854.2220107458675
1750,2785,4,3,1,49,1,2359,1,0.614734970971873,76,1325.327910648202
1751,1592,2,4,1,11,2,4774,2,3.0735959133540254,86,1285.3765255336846
1752,894,5,1,1,35,1,6417,6,5.318526825599205,65,1106.0180088185798
1753,1933,4,2,2,43,3,5927,5,4.709756023435456,113,1476.4332621993824
1754,1037,1,2,1,29,1,5429,1,9.996729466918033,132,1044.6444348189586
1755,3746,3,2,2,37,2,5606,1,3.9487700559574095,112,1864.166628783033
1756,3330,2,1,2,17,2,5478,4,3.931290686617658,68,1795.7831883952367
1757,2760,1,2,0,39,1,2896,4,5.085459596403157,42,1303.3990029164158
1758,1848,2,4,0,42,3,8366,6,1.9840007916851754,81,1509.5794491591234
1759,3329,5,2,1,28,2,5427,6,8.775413787295664,30,1787.176335452374
